新闻标题,发布时间,新闻链接
【券商聚焦】交银国际：比亚迪(01211)智能化战略再强化,2026-06-01 18:30,https://finance.sina.com.cn/stock/relnews/cn/2026-06-01/doc-inhzwpyu4080754.shtml
比亚迪方程豹回应轿车布局：完善产品序列，补齐品类版图必然一步,2026-06-01 18:30,https://finance.sina.com.cn/stock/relnews/cn/2026-06-01/doc-inhzwpyv2521390.shtml
4万欧元比亚迪在德国卖过特斯拉，等车排队4个月欧洲人用订单投票,2026-06-01 18:30,https://t.cj.sina.cn/articles/view/6212976462/172527f4e02001hesg
比亚迪方程豹：布局轿车是完善产品序列、补齐品类版图的必然一步,2026-06-01 18:30,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lcbg
港股通汽车ETF鹏华(159186)涨超1.6%，国内汽车开启涨价反内卷,2026-06-01 18:30,https://finance.sina.com.cn/jjxw/2026-06-01/doc-inhzwisw4133687.shtml
比亚迪智能化战略升级，宇瞳光学、博敏电子受益产业链机遇,2026-06-01 18:30,https://k.sina.cn/article_7880068201_1d5b04c69020021fda.html
比亚迪欧洲爆单 订车等4月以上！“济南”号滚装船满载7273台车远航欧洲,2026-06-01 18:30,https://finance.sina.com.cn/stock/t/2026-06-01/doc-inhzwisx2570863.shtml
新能源车ETF平安(515700)涨超1.4%，钠离子电池概念表现活跃,2026-06-01 18:30,https://cj.sina.cn/articles/view/6192937794/17120bb4202002qbwy
打破“不敢用”困境，智驾进入“比亚迪时代”,2026-06-01 18:30,https://finance.sina.com.cn/jjxw/2026-06-01/doc-inhzwist5311825.shtml
比亚迪凭一己之力赶超丰田+本田+雷克萨斯！中国产汽车在韩注册登记进口车榜排名第三,2026-06-01 18:30,https://finance.sina.com.cn/jjxw/2026-06-01/doc-inhzwisw4084608.shtml
比亚迪亮剑4nm！为什么中国车企集体“造芯”了？,2026-06-01 18:30,https://cj.sina.cn/articles/view/6591738207/188e5f15f00101ldfk
中国产汽车在韩进口车榜首超日本，比亚迪领跑,2026-06-01 18:30,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001lc6q
首超日本，中国产汽车在韩注册登记进口车榜排名第三,2026-06-01 08:46,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lc6y
首超日本车！中国产汽车在韩注册登记进口车榜排名第三,2026-06-01 08:46,https://finance.sina.com.cn/stock/t/2026-06-01/doc-inhzwckt8571704.shtml
钟睒睒这次玩得挺大,2026-06-01 08:46,https://cj.sina.cn/articles/view/7871053536/1d526bee00190196e8
比亚迪自研4纳米制程智驾芯片量产 投超1000亿研发解决交通安全问题,2026-06-01 08:46,https://finance.sina.com.cn/roll/2026-06-01/doc-inhzwckv5335065.shtml
下半年车市进入智驾“下半场” 高阶辅助驾驶下探至15万元级市场,2026-06-01 08:46,https://finance.sina.com.cn/jjxw/2026-06-01/doc-inhzwckv5335902.shtml
王传福为什么掏出一颗算力“不炸裂”的芯片？,2026-06-01 08:46,https://finance.sina.com.cn/stock/t/2026-05-31/doc-inhzvhfa5891769.shtml
MG 4X、全新问界M9、问道V9 | 一周新车,2026-06-01 08:46,https://finance.sina.com.cn/roll/2026-05-31/doc-inhzvhfk4530375.shtml
全球300座汽车工厂，快被中国人买光了,2026-06-01 08:46,https://finance.sina.com.cn/roll/2026-05-31/doc-inhzwckz2632847.shtml
比亚迪想靠自研的智驾芯片，补上智能化下半场的课,2026-06-01 08:46,https://cj.sina.cn/articles/view/5182171545/134e1a99902002ff8c
比亚迪(002594)智驾发布会点评：城区碰撞兜底略超预期 后续观察市场接受程度,2026-06-01 08:46,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833571136263/index.phtml
再度加码智能化，比亚迪官宣城市领航安全兜底1年，重构智驾责任边界,2026-06-01 08:46,https://finance.sina.com.cn/jjxw/2026-05-31/doc-inhzuzxf9031545.shtml
南通港首次承接大规模商品汽车滚装出口业务,2026-06-01 08:46,https://finance.sina.com.cn/7x24/2026-05-31/doc-inhzuvrm5915757.shtml
比亚迪率先承诺为城市领航安全兜底 成为全球唯一“双兜底”企业,2026-06-01 08:46,https://cj.sina.cn/articles/view/3233134660/c0b5b844020019rdy
比亚迪：自研智驾芯片及智驾安全兜底 将提升智驾竞争力,2026-06-01 08:46,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833533980481/index.phtml
比亚迪方程豹个性轿车“方程S GT”官图发布,2026-06-01 08:46,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lbro
推动辅助驾驶功能普及 比亚迪宣布为城市领航安全“兜底”,2026-06-01 08:46,https://finance.sina.com.cn/jjxw/2026-05-31/doc-inhztyms6438016.shtml
粤港澳大湾区车展观察：热闹之外，车企更想讲清长期价值,2026-06-01 08:46,https://cj.sina.cn/articles/view/6248544856/174713a58020038thy
70％用户拥有智驾不敢开，比亚迪：城市领航出事故全赔付，不设上限,2026-06-01 08:46,https://cj.sina.cn/articles/view/1838672663/6d97eb1702001mfz8
比亚迪智驾能力被低估的真相： ″不吹牛、闷头干″,2026-06-01 08:46,https://t.cj.sina.cn/articles/view/3024571071/b4474abf00102qbbg
比亚迪打响了一次世界大战，这一次，打得是所有人,2026-06-01 08:46,https://k.sina.cn/article_7879996653_1d5af34ed02001h0us.html
比亚迪新提交“未公开”商标注册申请,2026-06-01 08:46,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002axba
这7家巨头大获成功，走的是类“韬定律”方式,2026-06-01 08:46,https://finance.sina.com.cn/wm/2026-05-30/doc-inhzswyc8438421.shtml
比亚迪的阳谋：用“兜底”撕开智驾普及的最后一道口子,2026-06-01 08:46,https://finance.sina.com.cn/stock/bxjj/2026-05-30/doc-inhzsssf8563410.shtml
市场调查丨新能源车迎来涨价潮？车市从“卷价格”转向“卷价值”,2026-06-01 08:46,https://finance.sina.com.cn/stock/t/2026-05-30/doc-inhzsssh7011151.shtml
比亚迪已注册多枚璇玑关联商标，比亚迪现有超百项芯片专利,2026-06-01 08:46,https://cj.sina.cn/articles/view/6492826440/18300ab4800101juig
比亚迪：为城市领航安全兜底 推出自研4nm智驾芯片,2026-06-01 08:46,https://finance.sina.com.cn/jjxw/2026-05-30/doc-inhzsham8746984.shtml
从智能泊车到城市领航，比亚迪把“出了事算我的”打在了公屏上,2026-06-01 08:46,https://cj.sina.cn/articles/view/5646759686/15092b70600101rkns
比亚迪海豚G DM-i：专为欧洲市场打造的千公里续航插混新宠,2026-06-01 08:46,https://finance.sina.com.cn/roll/2026-05-30/doc-inhzrzuq7277595.shtml
2026款比亚迪海狮06 DM-i重磅上市,2026-06-01 08:46,https://finance.sina.com.cn/roll/2026-05-30/doc-inhzrzup8810847.shtml
智驾芯片，一夜变天！,2026-06-01 08:46,https://t.cj.sina.cn/articles/view/3856710564/e5e0bba401901t7mk
比亚迪罗忠良：商用车司机越来越难招，年轻人不愿进入,2026-06-01 08:46,https://finance.sina.com.cn/hy/hyjz/2026-05-30/doc-inhzrvnv7151754.shtml
比亚迪掏出4纳米智驾芯片，24年前就想造芯，买不到就自己干,2026-06-01 08:46,https://k.sina.cn/article_7879996919_1d5af35f702001z6f6.html
为智驾兜底会带来怎样的倒逼 | 说商道市,2026-06-01 08:46,https://finance.sina.com.cn/jjxw/2026-05-30/doc-inhzrvnr8904064.shtml
比亚迪(002594)：智驾安全兜底+自研4NM芯片发布 智能化战略全面落地,2026-06-01 08:46,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833452980289/index.phtml
一季度多家新势力转亏，唯一还在赚钱的，竟然是蔚来,2026-06-01 08:46,https://finance.sina.com.cn/stock/t/2026-05-30/doc-inhzrvnu0353696.shtml
中国厂商大举进军欧洲卡车市场,2026-06-01 08:46,https://finance.sina.com.cn/roll/2026-05-30/doc-inhzrvns7365609.shtml
相隔不到3天，中国科技圈直接起飞，张忠谋应该后悔了,2026-06-01 08:46,https://k.sina.cn/article_7879996580_1d5af34a402001rgwg.html
首个国家城市更新规划出炉，比亚迪发布4nm智驾芯片 | 财经日日评,2026-06-01 08:46,https://cj.sina.cn/articles/view/5170186722/1342ac9e201901oe5i
1300款车亮相！2026粤港澳车展“正在进行时”：本土企业豪横包馆，大湾区成新能源核心增量市场,2026-06-01 08:46,https://finance.sina.com.cn/roll/2026-05-30/doc-inhzqyhz9220228.shtml
阳光电源再签中东大单，中国储能出海提速，全球市场格局生变？,2026-06-01 08:46,https://k.sina.cn/article_7879996919_1d5af35f702001z6nk.html
4nm、700 TOPS、24年：比亚迪给下半场定了调,2026-05-29 23:18,https://t.cj.sina.cn/articles/view/1934060814/73476d0e02701961s
让汽车成为″超级秘书″：比亚迪以技术温度重新定义智能出行,2026-05-29 23:18,https://t.cj.sina.cn/articles/view/1095802822/41509fc602701btf8
比亚迪、鸿蒙智行同台打擂！大湾区车展成「深圳内战」,2026-05-29 23:18,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzqtze7759907.shtml
比亚迪推出超级智能体“迪迪虾”，实现人-车-世界连接,2026-05-29 23:18,https://finance.sina.com.cn/roll/2026-05-29/doc-inhzqptf9403150.shtml
璇玑A3发布后：比亚迪在造体系，小米还在造爆款,2026-05-29 23:18,https://finance.sina.com.cn/stock/hkstock/hkzmt/2026-05-29/doc-inhzqtze7782104.shtml
当一家车企开始为智驾兜底，它就不是单纯的车企了,2026-05-29 23:18,https://t.cj.sina.cn/articles/view/1642720480/61e9ece002001jv1u
发布自研芯片璇玑A3，比亚迪筑牢全民智驾底气,2026-05-29 23:18,https://finance.sina.com.cn/wm/2026-05-29/doc-inhzqptk0770144.shtml
比亚迪首款4nm车规智驾芯片，含金量几何？,2026-05-29 23:18,https://t.cj.sina.cn/articles/view/1684012053/645ffc1501901nwms
比亚迪智驾豪赌：用L3的责任为L2的能力兜底,2026-05-29 23:18,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzqimi9486700.shtml
比亚迪自研 4nm 智驾芯片「璇玑 A3」正式发布，支持 L3/L4 自动驾驶,2026-05-29 23:18,https://t.cj.sina.cn/articles/view/1278485542/4c342426020021apm
包船运5000辆汽车补货！比亚迪在澳大利亚卖爆：月销超7千辆,2026-05-29 23:18,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzqimk7921176.shtml
比亚迪：2026年最值得购买的B级插混SUV，宋Ultra DM-i正式上市,2026-05-29 23:18,https://finance.sina.com.cn/jjxw/2026-05-29/doc-inhzqimp7630854.shtml
王传福从口袋拿出中国首款4nm制程智驾芯片，比亚迪再为城市领航安全兜底,2026-05-29 23:18,https://finance.sina.com.cn/jjxw/2026-05-29/doc-inhzqimk7904063.shtml
没想到，L3前哨是比亚迪吹的,2026-05-29 23:18,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzqimn0834098.shtml
不仅乘用车，比亚迪商用车也将全面接入智驾,2026-05-29 23:18,https://finance.sina.com.cn/wm/2026-05-29/doc-inhzqimk7893716.shtml
比亚迪智能化再加码：城市领航兜底，4nm智驾芯片量产,2026-05-29 23:18,https://cj.sina.cn/articles/view/6248544856/174713a58020038o0m
比亚迪轻型EV“Racco”7月将在日本上市，目标年底前接到1万辆订单,2026-05-29 23:18,https://finance.sina.com.cn/jjxw/2026-05-29/doc-inhzqimn0809235.shtml
比亚迪突然官宣！中国首款 4nm 智驾芯片量产，城市领航全额兜底，撞了全赔！,2026-05-29 23:18,https://finance.sina.com.cn/wm/2026-05-29/doc-inhzqimn0814255.shtml
中国电车进军日本！比亚迪首款海外定制车7月上市：不指望补贴,2026-05-29 23:18,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzqimi9403454.shtml
比亚迪官宣为城市领航安全兜底 让好技术人人放心享,2026-05-29 23:18,https://t.cj.sina.cn/articles/view/1646434045/622296fd00104dess
恒指高开反弹！美伊停火预期引爆美股三连阳，AI算力狂潮席卷科技圈,2026-05-29 23:18,https://finance.sina.com.cn/wm/2026-05-29/doc-inhzqimp7577548.shtml
比亚迪再签电池大单，合计5GWh,2026-05-29 23:18,https://finance.sina.com.cn/roll/2026-05-29/doc-inhzqccr7694424.shtml
市场高开低走，城市更新十五五规划，比亚迪推出首款4nm智驾芯片,2026-05-29 23:18,https://cj.sina.cn/articles/view/1908759833/71c55d190010198a4
每周回顾 7只半导体热门股拟减持约127亿,2026-05-29 23:18,https://cj.sina.cn/articles/view/7537330838/1c1428a9600101af3u
【华创汽车】比亚迪：智能化全面升级，内外双驱稳步增长,2026-05-29 23:18,https://finance.sina.com.cn/stock/relnews/cn/2026-05-29/doc-inhzqccn7978894.shtml
12.99万元起，宋Ultra DM-i把B级插混SUV打进新价格带,2026-05-29 23:18,https://cj.sina.cn/articles/view/1650111241/625ab30902001giei
芯片自研+安全兜底，比亚迪为普及智驾拼了,2026-05-29 23:18,https://finance.sina.com.cn/jjxw/2026-05-29/doc-inhzqccn7972335.shtml
比亚迪率先承诺为城市领航安全兜底 推动辅助驾驶普及,2026-05-29 23:18,https://t.cj.sina.cn/articles/view/2061924233/7ae6778900101c84m
科创芯片ETF国泰(589100)交投活跃，比亚迪4nm智驾芯助力国产“芯”布局,2026-05-29 23:18,https://t.cj.sina.cn/articles/view/5182171545/134e1a99902002fe1e
比亚迪4nm制程智驾芯片面世 为国内首款,2026-05-29 23:18,https://finance.sina.com.cn/jjxw/2026-05-29/doc-inhzqccn7971401.shtml
大摩：比亚迪第二浪准备就绪！,2026-05-29 23:18,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzqccn7946240.shtml
再扔王炸！比亚迪宣布为城市NOA兜底1年“赔付无上限”，王传福：敢兜底，才是真安全,2026-05-29 23:18,https://finance.sina.com.cn/roll/2026-05-29/doc-inhzqccr7632743.shtml
4nm自研智驾芯片：比亚迪开卷城市领航,2026-05-29 23:18,https://cj.sina.cn/articles/view/7935425109/1d8fcfa5502001fqso
比亚迪5月29日股价深度解析：触底反弹信号显现？后续走势全预测,2026-05-29 23:18,https://k.sina.cn/article_7879996919_1d5af35f702001z672.html
比亚迪又掀智驾桌：城市领航全民可享，老车主兜底一年，中国首款自研4nm芯片璇玑A3发布,2026-05-29 23:18,https://finance.sina.com.cn/stock/relnews/cn/2026-05-29/doc-inhzqccm9490119.shtml
交易的耐心（一）：持股如守寡――巴菲特买比亚迪浮亏40%、富国银行,2026-05-29 23:18,https://cj.sina.cn/articles/view/2189411554/827fc4e200101got0
新能源车周报：比亚迪发布中国首款4nm智驾芯片,2026-05-29 23:18,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002avji
2026年4月乘用车集团销量榜：自主三强领跑，新能源格局深化,2026-05-29 23:18,https://finance.sina.com.cn/stock/relnews/hk/2026-05-29/doc-inhzpwvp9547103.shtml
比亚迪回应为城市领航安全兜底：不可替代交强险及各类商业车险,2026-05-29 23:18,https://finance.sina.com.cn/stock/relnews/cn/2026-05-29/doc-inhzpwvs0936089.shtml
里昂：续予比亚迪“高确信跑赢大市”评级，看好海外及高端增长具可见度,2026-05-29 14:14,https://finance.sina.com.cn/7x24/2026-05-29/doc-inhzpwvt7666784.shtml
比亚迪发布中国首款4nm智驾芯片，科创100ETF博时(588030)盘中成交额超2.3亿元,2026-05-29 14:14,https://cj.sina.cn/articles/view/6192937794/17120bb4202002qa62
比亚迪(002594)重大事项点评：智能化全面升级 内外双驱稳步增长,2026-05-29 14:14,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833368920276/index.phtml
大行评级丨里昂：续予比亚迪“高确信跑赢大市”评级，看好海外及高端增长具可见度,2026-05-29 14:14,https://finance.sina.com.cn/stock/bxjj/2026-05-29/doc-inhzpwvt7646774.shtml
比亚迪自研智驾芯片量产！王传福揭秘24年造芯史，狂砸1000亿组7000人团队,2026-05-29 14:14,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzpwvs0872131.shtml
比亚迪(002594)：4NM芯片量产 城市智驾平权,2026-05-29 14:14,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833368539627/index.phtml
为城市NOA兜底，比亚迪打响智驾翻身仗,2026-05-29 14:14,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzpwvs0862038.shtml
芯片板块延续调整，科创芯片ETF易方达（589130）持续“吸金”,2026-05-29 14:14,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002avhw
比亚迪自研4纳米制程智驾芯片量产,2026-05-29 14:14,https://finance.sina.com.cn/jjxw/2026-05-29/doc-inhzpspr9607415.shtml
新突破！车企自研4纳米智驾芯片亮相,2026-05-29 14:14,https://finance.sina.com.cn/stock/relnews/cn/2026-05-29/doc-inhzpwvp9481473.shtml
比亚迪4nm芯片璇玑A3量产，单车三颗总算力突破2100TOPS,2026-05-29 14:14,https://cj.sina.cn/articles/view/6352578800/17aa4a8f0001016dmc
比亚迪智能化战略发布会PPT,2026-05-29 14:14,https://finance.sina.com.cn/roll/2026-05-29/doc-inhzpspr9559424.shtml
比亚迪4nm智驾芯片，正式量产,2026-05-29 14:14,https://finance.sina.com.cn/stock/relnews/hk/2026-05-29/doc-inhzpspr9547867.shtml
比亚迪宣布为城市领航安全兜底,2026-05-29 14:14,https://finance.sina.com.cn/jjxw/2026-05-29/doc-inhzpspr9538145.shtml
比亚迪那颗4nm芯片，真正改变的不是参数，是产业格局,2026-05-29 14:14,https://t.cj.sina.cn/articles/view/6212976462/172527f4e02001he7a
比亚迪已注册多枚璇玑关联商标,2026-05-29 14:14,https://cj.sina.cn/articles/view/7317133861/1b4229a2502001gcgo
造车新势力Q1业绩惨淡，恒生科技指数高开低走,2026-05-29 14:14,https://finance.sina.com.cn/stock/relnews/cn/2026-05-29/doc-inhzpspu0879810.shtml
支持L4级别自动驾驶！比亚迪4nm智驾芯片开始量产,2026-05-29 14:14,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzpnfx7763651.shtml
全球唯一 “双兜底” 比亚迪智驾战略的可行性与战略价值,2026-05-29 14:14,https://t.cj.sina.cn/articles/view/1234669437/49978f7d0010188qw
芯片设计正成为AI算力竞争核心，科创芯片ETF嘉实(588200)一键布局科创板芯片板块,2026-05-29 14:14,https://cj.sina.cn/articles/view/6192937794/17120bb4202002q9yy
比亚迪发布中国首款4nm智驾芯片，新能源车ETF平安(515700)连续4天获资金净流入,2026-05-29 14:14,https://cj.sina.cn/articles/view/5182171545/134e1a99902002fdkc
比亚迪“兜底”城市领航：出事全额赔、不设上限，王传福在下一盘什么棋？,2026-05-29 14:14,https://finance.sina.com.cn/stock/relnews/hk/2026-05-29/doc-inhzpnft9635726.shtml
比亚迪发布首款4nm智驾芯片璇玑A3，算力突破2100TOPS,2026-05-29 14:14,https://t.cj.sina.cn/articles/view/1649608047/6253056f04002y6bq
【最全】2026年无人驾驶出租车行业上市公司全方位对比（附业务布局汇总、业绩对比、业务规划等）,2026-05-29 14:14,https://finance.sina.com.cn/roll/2026-05-29/doc-inhzqimn0815445.shtml
比亚迪：首款4nm！中国首个“亿级车企”诞生！,2026-05-29 14:14,https://cj.sina.cn/articles/view/7651844612/1c815e20402001vf94
A股呈现复杂格局，地缘博弈加剧市场波动，科技端聚焦三方向丨大咖星选,2026-05-29 14:14,https://finance.sina.com.cn/jjxw/2026-05-29/doc-inhzpnfx7715232.shtml
比亚迪加码高线数激光雷达，速腾聚创深度受益,2026-05-29 14:14,https://finance.sina.com.cn/stock/bxjj/2026-05-29/doc-inhzpnfx7691080.shtml
比亚迪AH股齐涨,2026-05-29 14:14,https://finance.sina.com.cn/stock/relnews/cn/2026-05-29/doc-inhzpnft9580582.shtml
拿出中国首款4nm智驾芯片，比亚迪可否挤上智能化的“主桌”,2026-05-29 14:14,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzpnft9582526.shtml
中国首款4nm智驾芯片问世！比亚迪手握5座晶圆厂 成全球唯一造芯全流程车企,2026-05-29 14:14,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzpnfu8048530.shtml
香港早晨丨香港一中学校长爆粗后请辞，落泪致歉,2026-05-29 14:14,https://finance.sina.com.cn/stock/hkstock/hkzmt/2026-05-29/doc-inhzpnft9596434.shtml
比亚迪首发4nm智驾芯片，王传福：为智能化下半场设下三大目标,2026-05-29 14:14,https://finance.sina.com.cn/roll/2026-05-29/doc-inhzpnft9574031.shtml
5.29盘前速览 | 双创强到没朋友！Anthropic估值超OpenAI，比亚迪4nm芯片问世,2026-05-29 14:14,https://cj.sina.cn/articles/view/7651844612/1c815e20402001vf7k
比亚迪发布中国首款4nm智驾芯片，王传福：难度很大,2026-05-29 14:14,https://finance.sina.com.cn/wm/2026-05-29/doc-inhzpnfu8029109.shtml
一曲中国心，一代中国芯｜封面车评,2026-05-29 14:14,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzpnfu8035010.shtml
8000亿市值巨头打出“芯”招数,2026-05-29 14:14,https://finance.sina.com.cn/roll/2026-05-29/doc-inhzpnft9570205.shtml
中国首款！比亚迪发布4nm智驾芯片，支持L3、L4自动驾驶,2026-05-29 14:14,https://finance.sina.com.cn/wm/2026-05-29/doc-inhzpnft9557629.shtml
5月29日证券之星早间消息汇总：事关城市更新，国务院印发重磅规划,2026-05-29 14:14,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002av7s
比亚迪发布自研4纳米智驾芯片，车企下场开启芯片军备竞赛,2026-05-29 14:14,https://finance.sina.com.cn/jjxw/2026-05-29/doc-inhzpnfu8005716.shtml
帮主早观察：利好利空“神仙打架”，大A今天看谁脸色？,2026-05-29 14:14,https://cj.sina.cn/articles/view/1261340881/4b2e88d100101l0iw
A股盘前播报 | 暴涨36%！美AI应用股大爆发 重磅！城市更新发展规划出炉,2026-05-29 08:21,https://finance.sina.com.cn/stock/hkstock/hkstocknews/2026-05-29/doc-inhzpnft9538079.shtml
财闻早知道｜美三大股指齐创收盘新高 戴尔科技盘后股价大涨近40%,2026-05-29 08:21,https://cj.sina.cn/articles/view/7501277582/1bf1c698e01901rziq
全球唯一！比亚迪官宣：城市领航、智能泊车双重安全兜底,2026-05-29 08:21,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzpfxz7767074.shtml
早新闻｜智驾传来大消息,2026-05-29 08:21,https://cj.sina.cn/articles/view/5574738445/14c47c20d01901g6ua
财经观察：韩国MZ世代为何青睐中国品牌,2026-05-29 08:21,https://finance.sina.com.cn/roll/2026-05-29/doc-inhzpfxv9620746.shtml
比亚迪量产首款车规级4纳米智驾芯片,2026-05-29 08:21,https://k.sina.cn/article_7096020433_1a6f4add106801ia7i.html
比亚迪发布中国首款4纳米车规级辅助驾驶芯片璇玑A3,2026-05-29 08:21,https://k.sina.cn/article_7096020433_1a6f4add106801ia70.html
比亚迪发布4nm自研智驾芯片 推出城区NOA兜底方案,2026-05-29 08:21,https://auto.sina.com.cn/newcar/2026-05-28/detail-inhznrai7969012.shtml
比亚迪发布中国首款4nm制程智驾芯片，并宣布为城市领航安全兜底,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/5999834179/1659e3443027031gk6
比亚迪宣布为城市领航安全兜底，开创全民城市辅助驾驶新时代,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/5999834179/1659e3443020031gis
比亚迪发布中国首款4nm智驾芯片璇玑A3，夯实智能化下半场算力底座,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/5999834179/1659e3443020031ggk
比亚迪率先承诺为城市领航安全兜底 开创全民城市领航时代,2026-05-29 08:21,https://finance.sina.com.cn/stock/marketresearch/2026-05-28/doc-inhznkum8079825.shtml
比亚迪智驾芯片来了：辅助驾驶全链路可控，彻底打破垄断,2026-05-29 08:21,https://finance.sina.com.cn/stock/t/2026-05-28/doc-inhznkuh8463875.shtml
24年深耕终破局！比亚迪4nm智驾芯片落地 实现辅助驾驶全链路可控,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/2061924233/7ae6778900101c7xi
全球车企唯一！比亚迪半导体产业覆盖芯片全流程、全链路 量产中国首款4nm制程智驾芯片,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/1654203637/629924f5020015toe
比亚迪重磅发布中国首款4nm制程智驾芯片 布局高等级自动驾驶,2026-05-29 08:21,https://finance.sina.com.cn/roll/2026-05-28/doc-inhznkuf9988340.shtml
比亚迪发布中国首款4nm智驾芯片，王传福：已开始规模化量产,2026-05-29 08:21,https://finance.sina.com.cn/jjxw/2026-05-28/doc-inhznkuh8466380.shtml
比亚迪全系可选装天神之眼B辅助驾驶系统，定价12000元,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001ladm
“敢为”智能化下半场、比亚迪官宣自研4nm智驾芯片 王传福：持续投入超千亿研发资金,2026-05-29 08:21,https://cj.sina.cn/articles/view/2868676035/aafc85c302001qsje
2026粤港澳大湾区车展前瞻：何以成为“湾区风向标”？,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/2118746300/7e4980bc02001mfei
中国首款！比亚迪发布4nm智驾芯片,2026-05-29 08:21,https://finance.sina.com.cn/jjxw/2026-05-28/doc-inhznkum8072981.shtml
比亚迪“天神之眼”系统四大升级，架构传感器算法数据全面进化,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001lacu
比亚迪“天神之眼”辅助驾驶系统迎来四大升级,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lad0
比亚迪发布自研高算力芯片“璇玑A3”，为中国首款4nm智驾芯片，并宣布为城市领航兜底服务,2026-05-29 08:21,https://cj.sina.cn/articles/view/7399555658/1b90c424a02001ixny
688443，签订最高18.2亿元大单！7股获机构抢筹,2026-05-29 08:21,https://cj.sina.cn/articles/view/5574738445/14c47c20d01901g6jg
王传福：比亚迪自研4nm制程智驾芯片已实现规模化量产，支持L3、L4级自动驾驶,2026-05-29 08:21,https://finance.sina.com.cn/roll/2026-05-28/doc-inhznkuh8441570.shtml
比亚迪全系均可搭载天神之眼B辅助驾驶激光版 王传福：12000元选装是成本价,2026-05-29 08:21,https://finance.sina.com.cn/roll/2026-05-28/doc-inhznkuh8440760.shtml
比亚迪推出自研4nm智驾芯片“璇玑A3”,2026-05-29 08:21,https://finance.sina.com.cn/roll/2026-05-28/doc-inhznkuh8442742.shtml
比亚迪全球独家掌握芯片全流程制造,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/1796445350/6b1394a604001fzdq
比亚迪宋Ultra DM-i上市：搭载“迪迪虾”，售12.99万元起,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lack
比亚迪发布4nm智驾芯片，已开始规模化量产！王传福：相当于消费级芯片的2nm，难度很大,2026-05-29 08:21,https://finance.sina.com.cn/wm/2026-05-28/doc-inhznkuh8432347.shtml
利好来袭！刚刚，直线飙升！新能源车巨头，重磅宣布,2026-05-29 08:21,https://finance.sina.com.cn/stock/marketresearch/2026-05-28/doc-inhznenk8556897.shtml
【财闻联播】津巴布韦强制持股关键矿产？锂矿龙头回应！广期所出手，调整碳酸锂期货持仓限额,2026-05-29 08:21,https://finance.sina.com.cn/stock/zqgd/2026-05-28/doc-inhznenk0091444.shtml
松芝股份：公司为客户配套生产液冷式储能电站电池热管理系统等产品 并进入量产阶段,2026-05-29 08:21,https://finance.sina.com.cn/7x24/2026-05-28/doc-inhznenn1391529.shtml
比亚迪发布璇玑A3，为中国首款4nm智驾芯片，超级智能体迪迪虾也来了！,2026-05-29 08:21,https://finance.sina.com.cn/stock/t/2026-05-28/doc-inhznenk0088884.shtml
汽车变成“超级秘书”：比亚迪发布超级智能体“迪迪虾”,2026-05-29 08:21,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001labs
